STATE_CODE,STATE_CODE_EXP,SHRP_ID,LATITUDE,LONGITUDE,DATUM,DATUM_EXP,DATUM_OTHER,ELEVATION
1,Alabama,0564,31.2418594360352,-85.60123,1,World Geodetic System 1984 (WGS84),,105
1,Alabama,C310,31.2427501678467,-85.56616,1,World Geodetic System 1984 (WGS84),,100.900001525879
1,Alabama,C320,31.2429103851318,-85.56363,1,World Geodetic System 1984 (WGS84),,103
1,Alabama,C340,31.2430000305176,-85.56145,1,World Geodetic System 1984 (WGS84),,103
1,Alabama,C350,31.2425403594971,-85.55456,1,World Geodetic System 1984 (WGS84),,92
1,Alabama,0601,34.1809616088867,-85.96033,1,World Geodetic System 1984 (WGS84),,191.199996948242
1,Alabama,0602,34.1794395446777,-85.96175,1,World Geodetic System 1984 (WGS84),,191.699996948242
1,Alabama,0605,34.1772308349609,-85.96356,1,World Geodetic System 1984 (WGS84),,188.399993896484
1,Alabama,0608,34.1698112487793,-85.97018,1,World Geodetic System 1984 (WGS84),,187
1,Alabama,0603,34.1589889526367,-85.97913,1,World Geodetic System 1984 (WGS84),,187.899993896484
1,Alabama,0604,34.1601791381836,-85.97819,1,World Geodetic System 1984 (WGS84),,187.399993896484
1,Alabama,0606,34.1618118286133,-85.97723,1,World Geodetic System 1984 (WGS84),,188.399993896484
1,Alabama,0607,34.1726913452148,-85.96751,1,World Geodetic System 1984 (WGS84),,189
1,Alabama,0661,34.1634483337402,-85.9763,1,World Geodetic System 1984 (WGS84),,184
1,Alabama,0662,34.1661605834961,-85.97356,1,World Geodetic System 1984 (WGS84),,185.199996948242
1,Alabama,0663,34.1682090759277,-85.97163,1,World Geodetic System 1984 (WGS84),,186
1,Alabama,A310,32.4222793579102,-86.24886,1,World Geodetic System 1984 (WGS84),,54
1,Alabama,A320,32.4225311279297,-86.25755,1,World Geodetic System 1984 (WGS84),,54
1,Alabama,A350,32.4225807189941,-86.25939,1,World Geodetic System 1984 (WGS84),,61.0999984741211
48,Texas,A310,29.5996704101563,-98.70673,1,World Geodetic System 1984 (WGS84),,336.600006103516
48,Texas,A320,29.6044807434082,-98.70895,1,World Geodetic System 1984 (WGS84),,344
48,Texas,A330,29.6068096160889,-98.71085,1,World Geodetic System 1984 (WGS84),,344
48,Texas,A340,29.6079006195068,-98.71266,1,World Geodetic System 1984 (WGS84),,347
48,Texas,B410,30.0429801940918,-94.36835,1,World Geodetic System 1984 (WGS84),,12
48,Texas,B420,30.043249130249,-94.36613,1,World Geodetic System 1984 (WGS84),,13
48,Texas,B430,30.0435695648193,-94.36393,1,World Geodetic System 1984 (WGS84),,12
48,Texas,E410,31.0310001373291,-93.97768,1,World Geodetic System 1984 (WGS84),,112
48,Texas,E420,31.0332908630371,-93.97789,1,World Geodetic System 1984 (WGS84),,109
48,Texas,E430,31.03537940979,-93.97849,1,World Geodetic System 1984 (WGS84),,110.599998474121
48,Texas,K310,29.5242805480957,-98.71806,1,World Geodetic System 1984 (WGS84),,282
48,Texas,K320,29.5213203430176,-98.7187,1,World Geodetic System 1984 (WGS84),,277.799987792969
48,Texas,K330,29.5195598602295,-98.71958,1,World Geodetic System 1984 (WGS84),,275.5
48,Texas,K340,29.5147590637207,-98.72205,1,World Geodetic System 1984 (WGS84),,276
48,Texas,K350,29.512279510498,-98.72332,1,World Geodetic System 1984 (WGS84),,275
22,Louisiana,0113,30.366849899292,-93.20032,1,World Geodetic System 1984 (WGS84),,6.09999990463257
22,Louisiana,0114,30.3649005889893,-93.20029,1,World Geodetic System 1984 (WGS84),,7
22,Louisiana,0115,30.3604106903076,-93.20024,1,World Geodetic System 1984 (WGS84),,7
22,Louisiana,0116,30.3584899902344,-93.2003,1,World Geodetic System 1984 (WGS84),,7
22,Louisiana,0117,30.3623695373535,-93.20026,1,World Geodetic System 1984 (WGS84),,6.90000009536743
22,Louisiana,0118,30.3554592132568,-93.20023,1,World Geodetic System 1984 (WGS84),,7
22,Louisiana,0119,30.3390407562256,-93.2001,1,World Geodetic System 1984 (WGS84),,7.59999990463257
22,Louisiana,0120,30.3409595489502,-93.20013,1,World Geodetic System 1984 (WGS84),,7
22,Louisiana,0121,30.3435897827148,-93.20016,1,World Geodetic System 1984 (WGS84),,7
22,Louisiana,0122,30.3463306427002,-93.20016,1,World Geodetic System 1984 (WGS84),,7
22,Louisiana,0123,30.3484592437744,-93.20016,1,World Geodetic System 1984 (WGS84),,7
22,Louisiana,0124,30.3524398803711,-93.20019,1,World Geodetic System 1984 (WGS84),,7
28,Mississippi,A310,31.7028007507324,-89.41985,1,World Geodetic System 1984 (WGS84),,75
28,Mississippi,A330,31.7038707733154,-89.41763,1,World Geodetic System 1984 (WGS84),,71.0999984741211
83,Manitoba,AA01,50.2256698608398,-99.07133,1,World Geodetic System 1984 (WGS84),,289
48,Texas,2172,32.3663902282715,-100.99145,1,World Geodetic System 1984 (WGS84),,655
83,Manitoba,AA02,50.2256698608398,-99.06431,1,World Geodetic System 1984 (WGS84),,287
83,Manitoba,AA61,50.2256698608398,-99.05731,1,World Geodetic System 1984 (WGS84),,285
40,Oklahoma,A320,34.6375694274902,-99.28348,1,World Geodetic System 1984 (WGS84),,408.700012207031
40,Oklahoma,A330,34.637580871582,-99.2811,1,World Geodetic System 1984 (WGS84),,411
40,Oklahoma,A340,34.6375503540039,-99.27875,1,World Geodetic System 1984 (WGS84),,410.799987792969
40,Oklahoma,A350,34.6375617980957,-99.27617,1,World Geodetic System 1984 (WGS84),,409
5,Arkansas,A310,36.2698211669922,-94.14996,1,World Geodetic System 1984 (WGS84),,398
5,Arkansas,A320,36.272289276123,-94.14996,1,World Geodetic System 1984 (WGS84),,396.899993896484
5,Arkansas,A350,36.2759895324707,-94.15093,1,World Geodetic System 1984 (WGS84),,397.299987792969
48,Texas,E310,33.3212814331055,-101.52627,1,World Geodetic System 1984 (WGS84),,914
48,Texas,E320,33.3239288330078,-101.52829,1,World Geodetic System 1984 (WGS84),,913
48,Texas,E330,33.325569152832,-101.52955,1,World Geodetic System 1984 (WGS84),,913
48,Texas,E340,33.3271789550781,-101.53081,1,World Geodetic System 1984 (WGS84),,913
48,Texas,E350,33.3295097351074,-101.53261,1,World Geodetic System 1984 (WGS84),,913
48,Texas,E351,33.3321304321289,-101.53465,1,World Geodetic System 1984 (WGS84),,913.700012207031
48,Texas,E352,33.334529876709,-101.53641,1,World Geodetic System 1984 (WGS84),,916
48,Texas,C410,34.1419296264648,-99.20153,1,World Geodetic System 1984 (WGS84),,375.5
48,Texas,C420,34.1414108276367,-99.1993,1,World Geodetic System 1984 (WGS84),,378
48,Texas,C430,34.1408996582031,-99.19709,1,World Geodetic System 1984 (WGS84),,380
48,Texas,L310,31.8075199127197,-106.25858,1,World Geodetic System 1984 (WGS84),,1218
48,Texas,L320,31.8079299926758,-106.25571,1,World Geodetic System 1984 (WGS84),,1219
48,Texas,L330,31.8083896636963,-106.2522,1,World Geodetic System 1984 (WGS84),,1220.09997558594
48,Texas,L340,31.8086605072021,-106.25013,1,World Geodetic System 1984 (WGS84),,1221
48,Texas,L350,31.8089809417725,-106.24756,1,World Geodetic System 1984 (WGS84),,1222
1,Alabama,B310,31.3491096496582,-88.03199,1,World Geodetic System 1984 (WGS84),,17.8999996185303
1,Alabama,B320,31.3464508056641,-88.03185,1,World Geodetic System 1984 (WGS84),,23
1,Alabama,B330,31.3445301055908,-88.03174,1,World Geodetic System 1984 (WGS84),,16.7000007629395
1,Alabama,B340,31.358039855957,-88.03254,1,World Geodetic System 1984 (WGS84),,21.2000007629395
1,Alabama,B350,31.3418598175049,-88.03164,1,World Geodetic System 1984 (WGS84),,8.80000019073486
5,Arkansas,0119,35.7167015075684,-90.57906,1,World Geodetic System 1984 (WGS84),,67
5,Arkansas,0120,35.719310760498,-90.57971,1,World Geodetic System 1984 (WGS84),,67
5,Arkansas,0121,35.7215309143066,-90.57973,1,World Geodetic System 1984 (WGS84),,67
83,Manitoba,AA03,50.2256698608398,-99.05033,1,World Geodetic System 1984 (WGS84),,283
87,Ontario,AA01,44.1735496520996,-79.33054,1,World Geodetic System 1984 (WGS84),,230.300003051758
87,Ontario,AA02,44.1915512084961,-79.3346,1,World Geodetic System 1984 (WGS84),,229.899993896484
87,Ontario,AA03,44.209041595459,-79.3385,1,World Geodetic System 1984 (WGS84),,230.899993896484
87,Ontario,AA61,44.2331886291504,-79.33479,1,World Geodetic System 1984 (WGS84),,229.899993896484
87,Ontario,AA62,44.2461090087891,-79.33773,1,World Geodetic System 1984 (WGS84),,230.300003051758
87,Ontario,BA01,44.1748886108398,-79.3309,1,World Geodetic System 1984 (WGS84),,232.899993896484
87,Ontario,BA02,44.1929016113281,-79.33501,1,World Geodetic System 1984 (WGS84),,229.899993896484
87,Ontario,BA03,44.2103996276855,-79.33867,1,World Geodetic System 1984 (WGS84),,230.899993896484
87,Ontario,BA61,44.2345504760742,-79.33467,1,World Geodetic System 1984 (WGS84),,229.899993896484
87,Ontario,BA62,44.2473983764648,-79.33838,1,World Geodetic System 1984 (WGS84),,229.800003051758
32,Nevada,AA01,39.2531089782715,-119.81474,1,World Geodetic System 1984 (WGS84),,1533
32,Nevada,AA02,39.2650184631348,-119.81725,1,World Geodetic System 1984 (WGS84),,1538
32,Nevada,AA03,39.2577095031738,-119.81571,1,World Geodetic System 1984 (WGS84),,1537
32,Nevada,AA59,39.2704315185547,-119.81838,1,World Geodetic System 1984 (WGS84),,1539
32,Nevada,AA60,39.2298011779785,-119.80984,1,World Geodetic System 1984 (WGS84),,1542
32,Nevada,AA61,39.2352294921875,-119.81101,1,World Geodetic System 1984 (WGS84),,1539
32,Nevada,AA62,39.240650177002,-119.81212,1,World Geodetic System 1984 (WGS84),,1536
4,Arizona,AA01,34.9874992370605,-110.01503,1,World Geodetic System 1984 (WGS84),,1627
4,Arizona,AA02,34.9884300231934,-110.0098,1,World Geodetic System 1984 (WGS84),,1629
4,Arizona,AA03,34.9892692565918,-110.00491,1,World Geodetic System 1984 (WGS84),,1624
4,Arizona,AA59,34.9902610778809,-109.99936,1,World Geodetic System 1984 (WGS84),,1618
4,Arizona,AA60,34.9908905029297,-109.99408,1,World Geodetic System 1984 (WGS84),,1609
49,Utah,3015,40.8342018127441,-111.92467,1,World Geodetic System 1984 (WGS84),,1288.80004882813
49,Utah,7082,41.8454284667969,-112.17366,1,World Geodetic System 1984 (WGS84),,1380.19995117188
49,Utah,7083,38.7774391174316,-112.0963,1,World Geodetic System 1984 (WGS84),,1653.19995117188
32,Nevada,7084,35.8746681213379,-115.23837,1,World Geodetic System 1984 (WGS84),,957
49,Utah,7086,40.7158813476563,-111.98435,1,World Geodetic System 1984 (WGS84),,1294
49,Utah,7085,40.5657691955566,-111.42923,1,World Geodetic System 1984 (WGS84),,1751.30004882813
32,Nevada,1021,39.5565299987793,-119.75731,8,Other,ESTIMATED FROM SITE LAYOUTS AND MAPPING SOFTWARE,1362.30004882813
32,Nevada,3010,41.1088218688965,-115.02042,8,Other,ESTIMATED FROM SITE LAYOUTS AND MAPPING SOFTWARE,1771.5
32,Nevada,3013,40.8166389465332,-114.18224,1,World Geodetic System 1984 (WGS84),,1419
30,Montana,1001,47.2428817749023,-110.46946,1,World Geodetic System 1984 (WGS84),,1298.59997558594
30,Montana,6004,46.4228286743164,-105.13319,1,World Geodetic System 1984 (WGS84),,834
30,Montana,8129,46.3075904846191,-109.12174,1,World Geodetic System 1984 (WGS84),,1080.19995117188
30,Montana,7066,45.8134803771973,-110.00278,1,World Geodetic System 1984 (WGS84),,1255
30,Montana,7088,45.8124389648438,-110.00429,1,World Geodetic System 1984 (WGS84),,1255.19995117188
30,Montana,7075,45.7310791015625,-108.6056,1,World Geodetic System 1984 (WGS84),,977
30,Montana,7076,45.124698638916,-107.35114,1,World Geodetic System 1984 (WGS84),,1190.59997558594
32,Nevada,1020,38.533519744873,-118.61907,1,World Geodetic System 1984 (WGS84),,1301.80004882813
32,Nevada,2027,40.9917984008789,-114.43266,1,World Geodetic System 1984 (WGS84),,1744
16,Idaho,6027,42.4457206726074,-111.35042,1,World Geodetic System 1984 (WGS84),,1847.5
16,Idaho,5025,42.4200210571289,-112.18772,1,World Geodetic System 1984 (WGS84),,1429
16,Idaho,3023,43.8378791809082,-116.76315,1,World Geodetic System 1984 (WGS84),,766.799987792969
16,Idaho,1021,43.6475715637207,-111.92873,1,World Geodetic System 1984 (WGS84),,1477
6,California,3021,32.7197418212891,-116.45509,1,World Geodetic System 1984 (WGS84),,1003.5
6,California,3024,33.6984901428223,-117.34587,1,World Geodetic System 1984 (WGS84),,395.399993896484
6,California,7491,34.772590637207,-114.58027,1,World Geodetic System 1984 (WGS84),,191.699996948242
6,California,7493,33.3799781799316,-117.17334,1,World Geodetic System 1984 (WGS84),,213.100006103516
6,California,9048,32.8386001586914,-116.69618,1,World Geodetic System 1984 (WGS84),,767.799987792969
6,California,8151,34.7334403991699,-115.55631,1,World Geodetic System 1984 (WGS84),,820.900024414063
6,California,1253,39.7726898193359,-121.73319,1,World Geodetic System 1984 (WGS84),,362.5
6,California,2002,41.6215896606445,-122.19969,1,World Geodetic System 1984 (WGS84),,1522.69995117188
6,California,2038,41.7942085266113,-124.15812,1,World Geodetic System 1984 (WGS84),,11.6000003814697
6,California,2040,40.459659576416,-124.0768,1,World Geodetic System 1984 (WGS84),,47.5999984741211
6,California,2041,40.4541511535645,-124.05378,1,World Geodetic System 1984 (WGS84),,39.5
6,California,2051,38.2679786682129,-122.29852,1,World Geodetic System 1984 (WGS84),,2
6,California,2053,37.451229095459,-122.27985,1,World Geodetic System 1984 (WGS84),,172.600006103516
6,California,2647,37.8477783203125,-120.57071,1,World Geodetic System 1984 (WGS84),,311
6,California,3005,41.3599090576172,-122.36139,1,World Geodetic System 1984 (WGS84),,1194.30004882813
6,California,3030,40.9185485839844,-122.39777,1,World Geodetic System 1984 (WGS84),,377.399993896484
6,California,3042,38.2383918762207,-121.43977,1,World Geodetic System 1984 (WGS84),,2
6,California,6044,39.1790809631348,-121.0533,1,World Geodetic System 1984 (WGS84),,738.299987792969
6,California,9049,38.5755500793457,-121.5625,1,World Geodetic System 1984 (WGS84),,3
81,Alberta,1803,53.3344802856445,-111.43661,1,World Geodetic System 1984 (WGS84),,643.599975585938
81,Alberta,1804,53.3377799987793,-113.59587,1,World Geodetic System 1984 (WGS84),,696.799987792969
81,Alberta,1805,50.9070205688477,-113.92683,1,World Geodetic System 1984 (WGS84),,1026.5
81,Alberta,2812,51.727840423584,-113.24142,1,World Geodetic System 1984 (WGS84),,913
53,Washington,1002,46.4106292724609,-117.94243,1,World Geodetic System 1984 (WGS84),,502.299987792969
53,Washington,1005,47.0963287353516,-118.6293,1,World Geodetic System 1984 (WGS84),,485.700012207031
53,Washington,1006,48.0212783813477,-119.89059,1,World Geodetic System 1984 (WGS84),,280.700012207031
53,Washington,1007,46.048641204834,-119.6023,1,World Geodetic System 1984 (WGS84),,273
53,Washington,1008,47.5578689575195,-117.39556,1,World Geodetic System 1984 (WGS84),,656.5
53,Washington,1801,45.5710601806641,-122.31329,1,World Geodetic System 1984 (WGS84),,9
53,Washington,3011,48.8186492919922,-122.54985,1,World Geodetic System 1984 (WGS84),,17.3999996185303
53,Washington,3013,47.5935592651367,-117.40476,1,World Geodetic System 1984 (WGS84),,570.400024414063
53,Washington,3019,46.1315116882324,-119.20239,1,World Geodetic System 1984 (WGS84),,366.399993896484
53,Washington,3812,47.7622718811035,-122.32411,1,World Geodetic System 1984 (WGS84),,119.599998474121
53,Washington,3813,45.5810012817383,-122.45619,1,World Geodetic System 1984 (WGS84),,36.9000015258789
53,Washington,6020,47.5135803222656,-120.44556,1,World Geodetic System 1984 (WGS84),,247.899993896484
53,Washington,6048,47.7880592346191,-122.13793,1,World Geodetic System 1984 (WGS84),,72.9000015258789
53,Washington,6049,47.4243392944336,-122.22129,1,World Geodetic System 1984 (WGS84),,12
53,Washington,6056,46.5652008056641,-117.11462,1,World Geodetic System 1984 (WGS84),,775
53,Washington,7322,46.7301292419434,-117.22361,1,World Geodetic System 1984 (WGS84),,768.900024414063
53,Washington,7409,46.4212188720703,-120.33372,1,World Geodetic System 1984 (WGS84),,239.399993896484
32,Nevada,1030,36.1735916137695,-115.21253,7,Unknown,,681.5
41,Oregon,2002,45.5961799621582,-123.01224,1,World Geodetic System 1984 (WGS84),,62
41,Oregon,5005,44.6171913146973,-123.06222,1,World Geodetic System 1984 (WGS84),,74
41,Oregon,5006,45.2817611694336,-118.03279,1,World Geodetic System 1984 (WGS84),,827
41,Oregon,5008,45.3063697814941,-118.04652,1,World Geodetic System 1984 (WGS84),,832
41,Oregon,5021,43.9035415649414,-123.01413,1,World Geodetic System 1984 (WGS84),,167
41,Oregon,5022,43.9633598327637,-123.01169,1,World Geodetic System 1984 (WGS84),,158
41,Oregon,6011,44.295051574707,-123.0612,1,World Geodetic System 1984 (WGS84),,95
41,Oregon,6012,45.6898803710938,-121.38805,1,World Geodetic System 1984 (WGS84),,26
41,Oregon,7018,44.6549186706543,-123.06112,1,World Geodetic System 1984 (WGS84),,65
41,Oregon,7019,42.4420394897461,-122.83334,1,World Geodetic System 1984 (WGS84),,410
41,Oregon,7025,43.5195617675781,-123.31356,1,World Geodetic System 1984 (WGS84),,193.199996948242
82,British Columbia,1005,49.7834587097168,-120.97811,1,World Geodetic System 1984 (WGS84),,959.200012207031
2,Alaska,1001,60.6493797302246,-149.49278,1,World Geodetic System 1984 (WGS84),,391.399993896484
2,Alaska,1004,61.180778503418,-149.74907,1,World Geodetic System 1984 (WGS84),,94.4000015258789
2,Alaska,1008,64.9479675292969,-147.6362,1,World Geodetic System 1984 (WGS84),,215.5
2,Alaska,6010,61.326000213623,-149.58131,1,World Geodetic System 1984 (WGS84),,79.0999984741211
56,Wyoming,1007,44.5028495788574,-108.9188,1,World Geodetic System 1984 (WGS84),,1587.5
56,Wyoming,2015,41.5889511108398,-104.86954,1,World Geodetic System 1984 (WGS84),,1774.59997558594
56,Wyoming,6032,43.4900894165039,-110.82738,1,World Geodetic System 1984 (WGS84),,1878
56,Wyoming,2018,43.0082817077637,-106.7299,1,World Geodetic System 1984 (WGS84),,1690.90002441406
56,Wyoming,2020,44.9392013549805,-107.2021,1,World Geodetic System 1984 (WGS84),,1224.90002441406
56,Wyoming,6029,42.6525611877441,-110.92312,1,World Geodetic System 1984 (WGS84),,1951.80004882813
56,Wyoming,6031,43.0794105529785,-108.50307,1,World Geodetic System 1984 (WGS84),,1670
56,Wyoming,7775,41.9794807434082,-109.65817,1,World Geodetic System 1984 (WGS84),,1960
56,Wyoming,7772,43.6709403991699,-108.27953,1,World Geodetic System 1984 (WGS84),,1427.69995117188
56,Wyoming,7773,42.6640586853027,-106.48698,1,World Geodetic System 1984 (WGS84),,1686
8,Colorado,1053,38.6978988647461,-108.02639,1,World Geodetic System 1984 (WGS84),,1554
8,Colorado,2008,38.0882186889648,-103.18938,8,Other,ESTIMATED FROM SITE LAYOUTS AND MAPPING SOFTWARE,1191
8,Colorado,6002,38.3784408569336,-104.61916,1,World Geodetic System 1984 (WGS84),,1494
8,Colorado,1029,40.5252494812012,-107.91854,1,World Geodetic System 1984 (WGS84),,1864.80004882813
8,Colorado,1057,39.0663795471191,-108.45953,1,World Geodetic System 1984 (WGS84),,1414
8,Colorado,1047,40.1003608703613,-108.83864,1,World Geodetic System 1984 (WGS84),,1603.90002441406
8,Colorado,6013,40.6248893737793,-103.23817,1,World Geodetic System 1984 (WGS84),,1207
8,Colorado,7036,39.7275390625,-104.27021,1,World Geodetic System 1984 (WGS84),,1605.09997558594
8,Colorado,9019,40.2183418273926,-104.98023,1,World Geodetic System 1984 (WGS84),,1509.80004882813
8,Colorado,3032,39.5377616882324,-107.68267,1,World Geodetic System 1984 (WGS84),,1644
8,Colorado,7035,39.7559394836426,-104.76289,1,World Geodetic System 1984 (WGS84),,1661
8,Colorado,9020,40.3926811218262,-104.99318,1,World Geodetic System 1984 (WGS84),,1478.19995117188
56,Wyoming,3027,41.5898284912109,-109.24678,1,World Geodetic System 1984 (WGS84),,1932.59997558594
56,Wyoming,2037,41.6605491638184,-107.74695,1,World Geodetic System 1984 (WGS84),,2157
56,Wyoming,2017,43.633960723877,-105.70391,1,World Geodetic System 1984 (WGS84),,1584.69995117188
4,Arizona,1001,33.4616584777832,-112.45048,1,World Geodetic System 1984 (WGS84),,314
4,Arizona,1002,35.2193412780762,-112.48969,1,World Geodetic System 1984 (WGS84),,1570.69995117188
4,Arizona,1006,33.435718536377,-112.66109,1,World Geodetic System 1984 (WGS84),,326
4,Arizona,1007,33.4366493225098,-112.58182,1,World Geodetic System 1984 (WGS84),,332
4,Arizona,1016,31.6432304382324,-111.05805,1,World Geodetic System 1984 (WGS84),,976
4,Arizona,1017,31.7652702331543,-111.03591,1,World Geodetic System 1984 (WGS84),,914.5
4,Arizona,1018,31.8077392578125,-111.01244,1,World Geodetic System 1984 (WGS84),,902.299987792969
4,Arizona,1021,35.160831451416,-113.68087,1,World Geodetic System 1984 (WGS84),,1104
4,Arizona,1022,35.1613998413086,-113.59826,1,World Geodetic System 1984 (WGS84),,1168.30004882813
4,Arizona,1024,35.2785415649414,-113.12956,1,World Geodetic System 1984 (WGS84),,1660.59997558594
4,Arizona,1034,34.1594390869141,-114.26766,1,World Geodetic System 1984 (WGS84),,137
4,Arizona,1036,35.7124290466309,-114.48114,1,World Geodetic System 1984 (WGS84),,737.099975585938
4,Arizona,1062,35.1911811828613,-113.34671,1,World Geodetic System 1984 (WGS84),,1557.59997558594
4,Arizona,1065,35.208869934082,-113.26785,1,World Geodetic System 1984 (WGS84),,1639
4,Arizona,6055,33.2461090087891,-112.63847,1,World Geodetic System 1984 (WGS84),,278
4,Arizona,6060,31.5189990997314,-111.01703,1,World Geodetic System 1984 (WGS84),,1020.20001220703
53,Washington,1501,47.5993194580078,-119.60489,1,World Geodetic System 1984 (WGS84),,722.400024414063
56,Wyoming,2019,44.1646003723145,-105.44451,1,World Geodetic System 1984 (WGS84),,1395.59997558594
16,Idaho,3017,42.639820098877,-113.04491,1,World Geodetic System 1984 (WGS84),,1296.40002441406
16,Idaho,9032,47.6340217590332,-116.86674,1,World Geodetic System 1984 (WGS84),,802.700012207031
16,Idaho,9034,48.4213600158691,-116.49993,1,World Geodetic System 1984 (WGS84),,644.299987792969
6,California,9107,39.3126106262207,-120.54856,1,World Geodetic System 1984 (WGS84),,1711.19995117188
32,Nevada,7000,40.8822402954102,-114.2493,1,World Geodetic System 1984 (WGS84),,1515
6,California,8202,36.2477493286133,-119.81438,1,World Geodetic System 1984 (WGS84),,64
6,California,8201,35.3970985412598,-118.89844,1,World Geodetic System 1984 (WGS84),,219.699996948242
6,California,8156,35.082389831543,-120.1487,1,World Geodetic System 1984 (WGS84),,324.200012207031
6,California,8150,34.0866508483887,-117.2005,1,World Geodetic System 1984 (WGS84),,383
6,California,8153,35.2117195129395,-120.61611,1,World Geodetic System 1984 (WGS84),,78
6,California,8149,34.8554992675781,-114.89636,1,World Geodetic System 1984 (WGS84),,764.099975585938
6,California,7454,37.9433097839355,-120.73147,1,World Geodetic System 1984 (WGS84),,251.899993896484
6,California,7455,37.7147598266602,-121.34364,1,World Geodetic System 1984 (WGS84),,16
6,California,7452,39.0765991210938,-122.93076,1,World Geodetic System 1984 (WGS84),,447.799987792969
6,California,8535,32.7739791870117,-115.51887,1,World Geodetic System 1984 (WGS84),,-10
6,California,8534,32.7730293273926,-115.76624,1,World Geodetic System 1984 (WGS84),,-11
6,California,7456,37.7285003662109,-121.34342,1,World Geodetic System 1984 (WGS84),,13
41,Oregon,7081,45.8214683532715,-119.38379,1,World Geodetic System 1984 (WGS84),,177.899993896484
49,Utah,1004,38.0369300842285,-112.35583,1,World Geodetic System 1984 (WGS84),,1926.09997558594
53,Washington,3014,46.3004493713379,-119.09323,1,World Geodetic System 1984 (WGS84),,155
4,Arizona,1015,31.5593490600586,-111.05186,1,World Geodetic System 1984 (WGS84),,1024.09997558594
8,Colorado,7776,39.7400817871094,-104.70439,1,World Geodetic System 1984 (WGS84),,1683
